#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.223602	0.754221
Taeniopygia_guttata	Motacilla_alba_alba	0.154493	0.592622
Anas_platyrhynchos	Numida_meleagris	0.466739	0.967104
Gallus_gallus	Numida_meleagris	0.171221	0.473178
Gallus_gallus	Coturnix_japonica	0.101591	0.334484
Gallus_gallus	Meleagris_gallopavo	0.0852844	0.288262
