#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.204912	0.542764
Taeniopygia_guttata	Motacilla_alba_alba	0.163097	0.437126
Anas_platyrhynchos	Numida_meleagris	0.482263	0.880228
Gallus_gallus	Numida_meleagris	0.251539	0.554504
Gallus_gallus	Coturnix_japonica	0.191424	0.442807
Gallus_gallus	Meleagris_gallopavo	0.16857	0.398913
