#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.934234	0.999565
Taeniopygia_guttata	Motacilla_alba_alba	0.236721	0.657436
Anas_platyrhynchos	Numida_meleagris	0.93304	0.999415
Gallus_gallus	Numida_meleagris	0.237439	0.615771
Gallus_gallus	Coturnix_japonica	0.157162	0.420978
Gallus_gallus	Meleagris_gallopavo	0.133743	0.375425
