#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.237758	0.854972
Taeniopygia_guttata	Motacilla_alba_alba	0.201208	0.776731
Anas_platyrhynchos	Numida_meleagris	0.344776	0.934509
Gallus_gallus	Numida_meleagris	0.153427	0.607503
Gallus_gallus	Coturnix_japonica	0.0858368	0.380636
Gallus_gallus	Meleagris_gallopavo	0.0534282	0.285183
