#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.266447	0.616046
Taeniopygia_guttata	Motacilla_alba_alba	0.188158	0.46463
Anas_platyrhynchos	Numida_meleagris	0.523185	0.910396
Gallus_gallus	Numida_meleagris	0.193161	0.399144
Gallus_gallus	Coturnix_japonica	0.124117	0.283499
Gallus_gallus	Meleagris_gallopavo	0.111544	0.258093
