#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.150639	0.345123
Taeniopygia_guttata	Motacilla_alba_alba	0.126888	0.313173
Anas_platyrhynchos	Numida_meleagris	0.318728	0.555097
Gallus_gallus	Numida_meleagris	0.206026	0.367328
Gallus_gallus	Coturnix_japonica	0.141365	0.278506
Gallus_gallus	Meleagris_gallopavo	0.105478	0.223292
