#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.210262	0.77287
Taeniopygia_guttata	Motacilla_alba_alba	0.176299	0.660463
Anas_platyrhynchos	Numida_meleagris	0.362147	0.931308
Gallus_gallus	Numida_meleagris	0.205538	0.609008
Gallus_gallus	Coturnix_japonica	0.123422	0.429043
Gallus_gallus	Meleagris_gallopavo	0.105889	0.390485
