#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.279697	0.721436
Taeniopygia_guttata	Motacilla_alba_alba	0.208282	0.578245
Anas_platyrhynchos	Numida_meleagris	0.44833	0.887568
Gallus_gallus	Numida_meleagris	0.202676	0.460695
Gallus_gallus	Coturnix_japonica	0.145174	0.360608
Gallus_gallus	Meleagris_gallopavo	0.136661	0.340095
