#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.315846	0.639569
Taeniopygia_guttata	Motacilla_alba_alba	0.212191	0.471581
Anas_platyrhynchos	Numida_meleagris	0.591712	0.926084
Gallus_gallus	Numida_meleagris	0.306972	0.554544
Gallus_gallus	Coturnix_japonica	0.223859	0.44015
Gallus_gallus	Meleagris_gallopavo	0.19902	0.412485
