#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.245043	0.735927
Taeniopygia_guttata	Motacilla_alba_alba	0.161771	0.532388
Anas_platyrhynchos	Numida_meleagris	0.483757	0.95433
Gallus_gallus	Numida_meleagris	0.255815	0.575715
Gallus_gallus	Coturnix_japonica	0.206133	0.474317
Gallus_gallus	Meleagris_gallopavo	0.183421	0.439472
