#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.208613	0.548797
Taeniopygia_guttata	Motacilla_alba_alba	0.151798	0.417333
Anas_platyrhynchos	Numida_meleagris	0.691818	0.996619
Gallus_gallus	Numida_meleagris	0.225838	0.479682
Gallus_gallus	Coturnix_japonica	0.195028	0.442191
Gallus_gallus	Meleagris_gallopavo	0.121041	0.330526
