#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.289738	0.518899
Taeniopygia_guttata	Motacilla_alba_alba	0.144778	0.300816
Anas_platyrhynchos	Numida_meleagris	0.36277	0.698723
Gallus_gallus	Numida_meleagris	0.203298	0.399165
Gallus_gallus	Coturnix_japonica	0.157796	0.315657
Gallus_gallus	Meleagris_gallopavo	0.0970981	0.270424
