#taxon1	taxon2	min95	max95
Esox_lucius	Scleropages_formosus	1	1
Esox_lucius	Clupea_harengus	0.789319	0.998541
Esox_lucius	Gadus_morhua	0.635855	0.872913
Takifugu_rubripes	Gadus_morhua	0.475539	0.705431
Takifugu_rubripes	Oryzias_melastigma	0.293582	0.479228
Cynoglossus_semilaevis	Oryzias_melastigma	0.27599	0.455711
Haplochromis_burtoni	Oryzias_melastigma	0.239076	0.40799
Ictalurus_punctatus	Clupea_harengus	0.673138	0.913748
Ictalurus_punctatus	Astyanax_mexicanus	0.268737	0.486979
