#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.212922	0.917902
Taeniopygia_guttata	Motacilla_alba_alba	0.149258	0.761408
Anas_platyrhynchos	Numida_meleagris	0.317826	0.942873
Gallus_gallus	Numida_meleagris	0.191092	0.663873
Gallus_gallus	Coturnix_japonica	0.152448	0.578943
Gallus_gallus	Meleagris_gallopavo	0.140242	0.537286
