#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.225019	0.372063
Taeniopygia_guttata	Motacilla_alba_alba	0.184257	0.319168
Anas_platyrhynchos	Numida_meleagris	0.711148	0.957927
Gallus_gallus	Numida_meleagris	0.286364	0.451508
Gallus_gallus	Coturnix_japonica	0.229581	0.367426
Gallus_gallus	Meleagris_gallopavo	0.178462	0.306329
