#taxon1	taxon2	min95	max95
Taeniopygia_guttata	Numida_meleagris	1	1
Taeniopygia_guttata	Hirundo_rustica	0.201814	0.697255
Taeniopygia_guttata	Motacilla_alba_alba	0.13641	0.50798
Anas_platyrhynchos	Numida_meleagris	0.332278	0.878806
Gallus_gallus	Numida_meleagris	0.145372	0.438856
Gallus_gallus	Coturnix_japonica	0.0782092	0.260953
Gallus_gallus	Meleagris_gallopavo	0.0681483	0.232317
